550
0.2 2.70066
8.06996 0.5 0.2 5.40369e+12 5.28164e+11
8.06996 0.5 0.25 1.65836e+12 1.35543e+11
8.06996 0.5 0.3 6.57184e+11 4.76053e+10
8.06996 0.5 0.35 3.0829e+11 2.06009e+10
8.06996 0.5 0.4 1.62911e+11 1.03396e+10
8.06996 0.5 0.45 9.40287e+10 5.78925e+09
8.06996 0.5 0.5 5.80784e+10 3.52114e+09
8.06996 0.55 0.2 5.99892e+12 5.81366e+11
8.06996 0.55 0.25 1.84249e+12 1.49228e+11
8.06996 0.55 0.3 7.30545e+11 5.24224e+10
8.06996 0.55 0.35 3.42836e+11 2.26908e+10
8.06996 0.55 0.4 1.81219e+11 1.13917e+10
8.06996 0.55 0.45 1.0462e+11 6.38038e+09
8.06996 0.55 0.5 6.46322e+10 3.88204e+09
8.06996 0.6 0.2 6.61003e+12 6.34848e+11
8.06996 0.6 0.25 2.03191e+12 1.63016e+11
8.06996 0.6 0.3 8.06113e+11 5.72867e+10
8.06996 0.6 0.35 3.78456e+11 2.48059e+10
8.06996 0.6 0.4 2.0011e+11 1.24588e+10
8.06996 0.6 0.45 1.15553e+11 6.98124e+09
8.06996 0.6 0.5 7.14009e+10 4.24964e+09
8.06996 0.65 0.2 7.23858e+12 6.88713e+11
8.06996 0.65 0.25 2.22713e+12 1.76947e+11
8.06996 0.65 0.3 8.84101e+11 6.22167e+10
8.06996 0.65 0.35 4.1525e+11 2.6956e+10
8.06996 0.65 0.4 2.19637e+11 1.35468e+10
8.06996 0.65 0.45 1.26862e+11 7.59552e+09
8.06996 0.65 0.5 7.84049e+10 4.62644e+09
8.06996 0.7 0.2 7.88614e+12 7.43084e+11
8.06996 0.7 0.25 2.42867e+12 1.91068e+11
8.06996 0.7 0.3 9.64721e+11 6.72344e+10
8.06996 0.7 0.35 4.53324e+11 2.91529e+10
8.06996 0.7 0.4 2.39857e+11 1.46624e+10
8.06996 0.7 0.45 1.38578e+11 8.22757e+09
8.06996 0.7 0.5 8.56648e+10 5.01537e+09
8.06996 0.75 0.2 8.55431e+12 7.98108e+11
8.06996 0.75 0.25 2.63705e+12 2.05435e+11
8.06996 0.75 0.3 1.04819e+12 7.23656e+10
8.06996 0.75 0.35 4.9278e+11 3.14101e+10
8.06996 0.75 0.4 2.60826e+11 1.58138e+10
8.06996 0.75 0.45 1.50736e+11 8.88243e+09
8.06996 0.75 0.5 9.32012e+10 5.41979e+09
8.06996 0.8 0.2 9.24472e+12 8.53955e+11
8.06996 0.8 0.25 2.85281e+12 2.20113e+11
8.06996 0.8 0.3 1.13473e+12 7.76399e+10
8.06996 0.8 0.35 5.33727e+11 3.37434e+10
8.06996 0.8 0.4 2.82603e+11 1.70099e+10
8.06996 0.8 0.45 1.63367e+11 9.56584e+09
8.06996 0.8 0.5 1.01035e+11 5.84353e+09
8.06996 0.85 0.2 9.95903e+12 9.10819e+11
8.06996 0.85 0.25 3.07648e+12 2.35175e+11
8.06996 0.85 0.3 1.22457e+12 8.30909e+10
8.06996 0.85 0.35 5.76271e+11 3.61703e+10
8.06996 0.85 0.4 3.05244e+11 1.8261e+10
8.06996 0.85 0.45 1.76508e+11 1.02842e+10
8.06996 0.85 0.5 1.09188e+11 6.29083e+09
8.06996 0.9 0.2 1.06989e+13 9.68923e+11
8.06996 0.9 0.25 3.30864e+12 2.50704e+11
8.06996 0.9 0.3 1.31793e+12 8.87562e+10
8.06996 0.9 0.35 6.20523e+11 3.87105e+10
8.06996 0.9 0.4 3.2881e+11 1.95785e+10
8.06996 0.9 0.45 1.90192e+11 1.10445e+10
8.06996 0.9 0.5 1.17682e+11 6.7663e+09
8.06996 0.95 0.2 1.14662e+13 1.02852e+12
8.06996 0.95 0.25 3.54983e+12 2.66792e+11
8.06996 0.95 0.3 1.41504e+12 9.46774e+10
8.06996 0.95 0.35 6.66594e+11 4.13853e+10
8.06996 0.95 0.4 3.5336e+11 2.09745e+10
8.06996 0.95 0.45 2.04454e+11 1.18542e+10
8.06996 0.95 0.5 1.26537e+11 7.2749e+09
8.06996 1 0.2 1.22625e+13 1.08988e+12
8.06996 1 0.25 3.80064e+12 2.83541e+11
8.06996 1 0.3 1.51615e+12 1.009e+11
8.06996 1 0.35 7.14597e+11 4.42179e+10
8.06996 1 0.4 3.78954e+11 2.24621e+10
8.06996 1 0.45 2.1933e+11 1.27215e+10
8.06996 1 0.5 1.35778e+11 7.82183e+09
