600
0.2 6.06996
6.06996 0.5 0.2 4.40043e+18 3.0238e+17
6.06996 0.5 0.25 8.13882e+17 5.86163e+16
6.06996 0.5 0.3 2.13921e+17 1.64335e+16
6.06996 0.5 0.35 7.10779e+16 5.83518e+15
6.06996 0.5 0.4 2.79091e+16 2.43964e+15
6.06996 0.5 0.45 1.2415e+16 1.14933e+15
6.06996 0.5 0.5 6.08276e+15 5.93036e+14
6.06996 0.55 0.2 5.06191e+18 3.35087e+17
6.06996 0.55 0.25 9.37352e+17 6.5134e+16
6.06996 0.55 0.3 2.46694e+17 1.83178e+16
6.06996 0.55 0.35 8.2077e+16 6.52401e+15
6.06996 0.55 0.4 3.22711e+16 2.73533e+15
6.06996 0.55 0.45 1.43742e+16 1.29201e+15
6.06996 0.55 0.5 7.05171e+15 6.68287e+14
6.06996 0.6 0.2 5.79195e+18 3.69714e+17
6.06996 0.6 0.25 1.07388e+18 7.21008e+16
6.06996 0.6 0.3 2.83005e+17 2.03512e+16
6.06996 0.6 0.35 9.4287e+16 7.27365e+15
6.06996 0.6 0.4 3.71224e+16 3.05953e+15
6.06996 0.6 0.45 1.65571e+16 1.44947e+15
6.06996 0.6 0.5 8.13312e+15 7.51826e+14
6.06996 0.65 0.2 6.59933e+18 4.07001e+17
6.06996 0.65 0.25 1.22515e+18 7.96775e+16
6.06996 0.65 0.3 3.23313e+17 2.25831e+16
6.06996 0.65 0.35 1.07866e+17 8.10303e+15
6.06996 0.65 0.4 4.2527e+16 3.42065e+15
6.06996 0.65 0.45 1.89931e+16 1.62589e+15
6.06996 0.65 0.5 9.34173e+15 8.45912e+14
6.06996 0.7 0.2 7.49358e+18 4.47837e+17
6.06996 0.7 0.25 1.393e+18 8.80557e+16
6.06996 0.7 0.3 3.68118e+17 2.50717e+16
6.06996 0.7 0.35 1.22986e+17 9.03416e+15
6.06996 0.7 0.4 4.85548e+16 3.82837e+15
6.06996 0.7 0.45 2.1714e+16 1.82603e+15
6.06996 0.7 0.5 1.06936e+16 9.53086e+14
6.06996 0.75 0.2 8.4851e+18 4.93276e+17
6.06996 0.75 0.25 1.57944e+18 9.74604e+16
6.06996 0.75 0.3 4.1797e+17 2.78847e+16
6.06996 0.75 0.35 1.39836e+17 1.00923e+16
6.06996 0.75 0.4 5.52824e+16 4.29367e+15
6.06996 0.75 0.45 2.47549e+16 2.05522e+15
6.06996 0.75 0.5 1.22065e+16 1.07617e+15
6.06996 0.8 0.2 9.58526e+18 5.44556e+17
6.06996 0.8 0.25 1.78666e+18 1.08154e+17
6.06996 0.8 0.3 4.73471e+17 3.11001e+16
6.06996 0.8 0.35 1.58624e+17 1.13063e+16
6.06996 0.8 0.4 6.27939e+16 4.82895e+15
6.06996 0.8 0.45 2.81545e+16 2.31943e+15
6.06996 0.8 0.5 1.38996e+16 1.21831e+15
6.06996 0.85 0.2 1.08066e+19 6.0312e+17
6.06996 0.85 0.25 2.01709e+18 1.20442e+17
6.06996 0.85 0.3 5.35286e+17 3.48079e+16
6.06996 0.85 0.35 1.79579e+17 1.27091e+16
6.06996 0.85 0.4 7.11824e+16 5.44824e+15
6.06996 0.85 0.45 3.19552e+16 2.62536e+15
6.06996 0.85 0.5 1.57944e+16 1.38297e+15
6.06996 0.9 0.2 1.21628e+19 6.70665e+17
6.06996 0.9 0.25 2.27342e+18 1.34683e+17
6.06996 0.9 0.3 6.04151e+17 3.9113e+16
6.06996 0.9 0.35 2.02955e+17 1.43387e+16
6.06996 0.9 0.4 8.05509e+16 6.16761e+15
6.06996 0.9 0.45 3.62042e+16 2.98061e+15
6.06996 0.9 0.5 1.79146e+16 1.57409e+15
6.06996 0.95 0.2 1.36692e+19 7.49205e+17
6.06996 0.95 0.25 2.55862e+18 1.51304e+17
6.06996 0.95 0.3 6.80886e+17 4.41395e+16
6.06996 0.95 0.35 2.29034e+17 1.62397e+16
6.06996 0.95 0.4 9.10137e+16 7.00572e+15
6.06996 0.95 0.45 4.09538e+16 3.39394e+15
6.06996 0.95 0.5 2.02864e+16 1.79617e+15
6.06996 1 0.2 1.53426e+19 8.41178e+17
6.06996 1 0.25 2.87601e+18 1.70821e+17
6.06996 1 0.3 7.664e+17 5.00368e+16
6.06996 1 0.35 2.58131e+17 1.84654e+16
6.06996 1 0.4 1.02698e+17 7.98469e+15
6.06996 1 0.45 4.62622e+16 3.87566e+15
6.06996 1 0.5 2.29389e+16 2.05446e+15
